country,year,"Population ages 15-64, female","Population ages 15-64, male",menNotWorking,womenNotWorking,workingMen,workingMenWithAdv,workingMenWithoutAdv,workingWomen,workingWomenWithAdv,workingWomenWithoutAdv
Sri Lanka,2010,6996547,6617335,1288395,4363746,5328939,4618059,710880,2632800,2087810,544989
Sri Lanka,2011,7035628,6624157,1303634,4399378,5320522,4552771,767751,2636249,2114008,522241
Sri Lanka,2012,7028262,6590652,1295063,4497384,5295588,4210522,1085066,2530877,1335290,1195586
Sri Lanka,2013,7062197,6599128,1265712,4318533,5333415,4531803,801612,2743663,2218800,524862
Sri Lanka,2014,7107987,6621491,1304433,4396289,5317057,4328084,988972,2711697,2234167,477529
Sri Lanka,2015,7156596,6649093,1287264,4308270,5361828,4597768,764060,2848325,2360122,488202
Sri Lanka,2016,7222430,6694531,1257902,4342124,5436628,4730410,706217,2880305,2388061,492244
Sri Lanka,2017,7292381,6746856,1310239,4320006,5436616,4716808,719807,2972374,2435563,536810
Sri Lanka,2018,7358641,6798314,1371219,4584433,5427094,4690094,736999,2774207,2246830,527376
Sri Lanka,2019,7393570,6823018,1423963,4615066,5399054,4611332,787721,2778503,2329497,449006
Sri Lanka,2020,7421911,6843475,1428233,4632756,5415241,4625158,790083,2789154,2338426,450727
Sri Lanka,2021,0,0,0,0,0,0,0,0,0,0
Thailand,1990,18738653,18175838,2237445,5505416,15938392,11250910,4687481,13233236,8924495,4308741
Thailand,1991,19096531,18549732,2316861,5688856,16232870,11621111,4611759,13407674,9176212,4231461
Thailand,1992,19401665,18890289,2387732,5849601,16502556,11979205,4523351,13552063,9410552,4141510
Thailand,1993,19676288,19209603,2460750,6001267,16748852,12325480,4423372,13675020,9632684,4042335
Thailand,1994,19953303,19525517,2534412,6149607,16991104,12673664,4317440,13803695,9861360,3942334
Thailand,1995,20255704,19849139,2675663,5973407,17173475,12981429,4192045,14282296,10346096,3936200
Thailand,1996,20639939,20191225,2780331,5787438,17410893,13335002,4075890,14852500,10907676,3944823
Thailand,1997,21046287,20538539,2850749,5789833,17687789,13723955,3963834,15256453,11356904,3899549
Thailand,1998,21462105,20884828,2934318,6166062,17950509,14107304,3843204,15296042,11539334,3756707
Thailand,1999,21861535,21215031,3203469,6519109,18011561,14335400,3676160,15342425,11727750,3614675
Thailand,2000,22225514,21518763,3191232,6460956,18327530,14770156,3557374,15764557,12208073,3556483
Thailand,2001,22562785,21817285,3185323,6879393,18631961,15201816,3430144,15683391,12302052,3381338
Thailand,2002,22863463,22084667,3270739,6939061,18813927,15538422,3275505,15924401,12650345,3274056
Thailand,2003,23135159,22327245,3344621,6982190,18982623,15867574,3115049,16152968,12993447,3159520
Thailand,2004,23391879,22556159,3295454,7062008,19260704,16292628,2968075,16329870,13299047,3030823
Thailand,2005,23641705,22777633,3355145,7021586,19422487,16623706,2798781,16620118,13701626,2918492
Thailand,2006,23877570,22982051,3396747,7273107,19585303,16958913,2626389,16604462,13854763,2749698
Thailand,2007,24098972,23170823,3308793,7123656,19862029,17397150,2464878,16975315,14333957,2641358
Thailand,2008,24305922,23346388,3338533,7116773,20007854,17724957,2282896,17189148,14686408,2502739
Thailand,2009,24495794,23509539,3298388,7169918,20211150,18107169,2103981,17325875,14976486,2349388
Thailand,2010,24666174,23660050,3603425,7417118,20056624,17968729,2087895,17249055,14910083,2338971
Thailand,2011,24760909,23732867,3324974,6831534,20407892,18197717,2210175,17929374,15521459,2407915
Thailand,2012,24854973,23814162,3353034,7028986,20461127,18433429,2027698,17825986,15348174,2477812
Thailand,2013,24942268,23895898,3644124,7714643,20251773,17876239,2375533,17227624,14443639,2783984
Thailand,2014,25013631,23965374,3839252,7936825,20126121,17700922,2425198,17076805,14349639,2727166
Thailand,2015,25063121,24015363,3984148,8027717,20031214,17459207,2572007,17035403,14262039,2773363
Thailand,2016,25131682,24078160,4213678,8223086,19864482,17057631,2806850,16908595,14040897,2867697
Thailand,2017,25171127,24112638,4352331,8397087,19760306,16976080,2784226,16774039,13841936,2932102
Thailand,2018,25181522,24121085,4201893,8264575,19919191,17008997,2910194,16916946,13992006,2924940
Thailand,2019,25165005,24109158,4378223,8352265,19730934,16524657,3206276,16812739,13809984,3002755
Thailand,2020,25122259,24079586,4372852,8338077,19706733,16364471,3342261,16784181,13523014,3261166
Thailand,2021,0,0,0,0,0,0,0,0,0,0
Vietnam,1990,19604689,19147903,2688365,3999356,16459537,11133231,5326306,15605332,10566370,5038961
Vietnam,1991,20104086,19653088,2755362,4103243,16897725,11598598,5299126,16000842,10994178,5006663
Vietnam,1992,20607019,20162487,2842910,4226499,17319576,12061352,5258223,16380519,11418859,4961659
Vietnam,1993,21112422,20676514,2929862,4349158,17746651,12536234,5210417,16763263,11853303,4909959
Vietnam,1994,21626023,21203167,3027812,4483074,18175354,13020824,5154530,17142948,12293208,4849740
Vietnam,1995,22152404,21748523,3136137,4625421,18612385,13520037,5092348,17526982,12743868,4783113
Vietnam,1996,22661864,22269813,3242484,4763523,19027328,14011724,5015603,17898340,13192866,4705473
Vietnam,1997,23209814,22836742,3352433,4904233,19484308,14543087,4941220,18305580,13676098,4629481
Vietnam,1998,23783136,23435318,3449678,5032511,19985639,15117137,4868501,18750624,14196097,4554526
Vietnam,1999,24357222,24038348,3545656,5158859,20492691,15705598,4787092,19198362,14727063,4471298
Vietnam,2000,24919095,24630899,3660151,5307767,20970747,16281688,4689059,19611327,15239962,4371365
Vietnam,2001,25562064,25297557,3781984,5470281,21515572,16919845,4595726,20091782,15814241,4277540
Vietnam,2002,26145201,25904400,3898612,5629061,22005787,17525409,4480378,20516139,16353414,4162724
Vietnam,2003,26699935,26486562,4020660,5793885,22465901,18116503,4349398,20906049,16873272,4032777
Vietnam,2004,27272381,27094804,4159052,5972651,22935751,18724747,4211004,21299729,17404008,3895720
Vietnam,2005,27878478,27747297,4309155,6169507,23438141,19369280,4068861,21708970,17955489,3753481
Vietnam,2006,28429005,28332644,4442558,6348196,23890085,19981667,3908418,22080808,18483844,3596963
Vietnam,2007,29020608,28966041,4588220,6544147,24377820,20633386,3744433,22476460,19039809,3436651
Vietnam,2008,29623882,29615745,4720749,6727583,24894995,21320073,3574921,22896298,19624417,3271881
Vietnam,2009,30189625,30230219,4833812,6889272,25396406,22003446,3392960,23300352,20203735,3096617
Vietnam,2010,30692212,30782083,4700424,7083762,26081658,22597149,3484509,23608449,20470886,3137563
Vietnam,2011,31142265,31241444,4689340,7150264,26552103,23124225,3427877,23992000,20717092,3274908
Vietnam,2012,31549097,31662787,4758916,7076462,26903870,23234182,3669687,24472634,21526129,2946505
Vietnam,2013,31907430,32038296,4494972,6850525,27543323,23951673,3591649,25056904,21947341,3109562
Vietnam,2014,32223035,32370180,4492980,6818394,27877199,24465030,3412168,25404640,22307814,3096826
Vietnam,2015,32500313,32662619,4487843,6968067,28174775,24774079,3400695,25532245,22356033,3176212
Vietnam,2016,32754579,32923297,4655354,7061887,28267942,24785332,3482610,25692691,22452843,3239848
Vietnam,2017,32963671,33135176,4513010,6948741,28622165,25044394,3577770,26014929,22835904,3179024
Vietnam,2018,33138889,33315581,4434303,6723880,28881277,25320215,3561062,26415008,23147471,3267537
Vietnam,2019,33294847,33488288,4514221,6782160,28974066,25123413,3850653,26512686,23227764,3284921
Vietnam,2020,33439390,33665783,4538147,6811603,29127635,25230358,3897276,26627786,23483045,3144740
Vietnam,2021,0,0,0,0,0,0,0,0,0,0
